YEAR,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,OP_CARRIER,ORIGIN,DEST,DEP_DEL15
2023,JUL,7,Friday,Southwest Airlines,OAK,MCI,0
2023,JAN,8,Sunday,American Airlines,CLT,PHL,0
2023,JUL,6,Thursday,United Air Lines,PDX,ORD,1
2023,MAR,8,Wednesday,Southwest Airlines,DAL,LAX,0
2023,APR,23,Sunday,SkyWest Airlines,LAX,SLC,0
2023,APR,6,Thursday,American Airlines,CLT,PVD,0
2023,JAN,28,Saturday,Spirit Air Lines,EWR,FLL,0
2023,MAR,10,Friday,SkyWest Airlines,MSP,BIS,0
2022,NOV,9,Wednesday,Southwest Airlines,LAX,MCI,0
2023,APR,3,Monday,Southwest Airlines,DEN,STL,0
2023,APR,26,Wednesday,United Air Lines,IAH,BOS,0
2023,FEB,17,Friday,American Airlines,CLT,VPS,0
2023,JAN,20,Friday,Southwest Airlines,LGB,RNO,0
2023,JUN,24,Saturday,Allegiant Air,VPS,PIT,1
2022,DEC,14,Wednesday,Delta Air Lines,DTW,FLL,0
2023,JUN,18,Sunday,United Air Lines,EWR,DEN,0
2023,JUL,18,Tuesday,American Airlines,ORD,CLT,0
2022,SEP,17,Saturday,Spirit Air Lines,BOS,MYR,0
2023,AUG,19,Saturday,Southwest Airlines,TUL,MDW,0
2022,OCT,2,Sunday,Southwest Airlines,PHX,MSP,1
2022,NOV,19,Saturday,Southwest Airlines,DEN,SAN,1
2023,AUG,28,Monday,Envoy Air,MIA,TYS,0
2022,DEC,12,Monday,United Air Lines,MSY,IAD,0
2022,NOV,18,Friday,Delta Air Lines,JFK,AUS,0
2023,FEB,18,Saturday,Frontier Airlines,MCO,ONT,0
2022,DEC,14,Wednesday,Alaska Airlines,PDX,SFO,0
2022,AUG,5,Friday,American Airlines,VPS,DFW,0
2023,MAY,25,Thursday,Southwest Airlines,LIT,DAL,0
2023,MAY,22,Monday,American Airlines,SEA,DFW,0
2023,MAY,29,Monday,Republic Airline,IND,JFK,0
2023,AUG,20,Sunday,Southwest Airlines,OAK,PDX,0
2023,MAR,11,Saturday,Spirit Air Lines,MCO,IAH,0
2023,AUG,1,Tuesday,Envoy Air,DFW,MAF,0
2022,SEP,15,Thursday,Frontier Airlines,SLC,DEN,0
2022,AUG,19,Friday,American Airlines,DFW,MCI,0
2023,MAR,1,Wednesday,Spirit Air Lines,DEN,LAS,0
2022,SEP,12,Monday,Endeavor Air,CLE,LGA,0
2022,NOV,15,Tuesday,Southwest Airlines,RNO,LAS,0
2022,OCT,13,Thursday,Southwest Airlines,STL,MDW,0
2023,MAR,7,Tuesday,American Airlines,JFK,CLT,0
2023,FEB,19,Sunday,American Airlines,DFW,TUL,0
2023,MAY,28,Sunday,United Air Lines,IAH,EWR,0
2022,DEC,18,Sunday,Delta Air Lines,MCO,LGA,0
2023,FEB,15,Wednesday,United Air Lines,ORD,RSW,1
2023,JUL,22,Saturday,Southwest Airlines,HOU,LAS,0
2023,JUL,30,Sunday,Allegiant Air,CKB,MYR,0
2023,FEB,23,Thursday,Republic Airline,LGA,ATL,0
2023,AUG,31,Thursday,American Airlines,MEM,CLT,0
2023,FEB,25,Saturday,SkyWest Airlines,SAT,ORD,0
2023,FEB,18,Saturday,American Airlines,CLT,JFK,0
2023,AUG,1,Tuesday,Delta Air Lines,JAC,ATL,1
2023,JUN,1,Thursday,Southwest Airlines,PHX,AUS,0
2023,JUN,3,Saturday,Republic Airline,LGA,MEM,0
2023,JUL,28,Friday,American Airlines,DFW,MFE,0
2023,MAY,30,Tuesday,SkyWest Airlines,MSO,SLC,0
2022,SEP,9,Friday,United Air Lines,ORD,PIT,0
2023,AUG,14,Monday,American Airlines,CLT,MCO,0
2022,SEP,8,Thursday,Republic Airline,LGA,DTW,0
2023,FEB,5,Sunday,Delta Air Lines,ATL,SEA,0
2023,MAR,29,Wednesday,Southwest Airlines,HNL,SJC,0
2023,MAR,23,Thursday,Frontier Airlines,PHX,OAK,1
2022,OCT,20,Thursday,American Airlines,BOS,PHL,0
2023,MAY,24,Wednesday,SkyWest Airlines,SLC,DEN,0
2022,AUG,23,Tuesday,United Air Lines,SFO,PDX,1
2022,OCT,14,Friday,SkyWest Airlines,SLC,DEN,0
2022,NOV,8,Tuesday,Alaska Airlines,SFO,SEA,0
2023,JAN,16,Monday,American Airlines,CLT,MSN,0
2022,OCT,6,Thursday,Southwest Airlines,FLL,BWI,0
2023,MAR,6,Monday,SkyWest Airlines,DEN,XWA,1
2023,MAY,30,Tuesday,Envoy Air,ORD,SGF,0
2022,SEP,20,Tuesday,Alaska Airlines,SEA,BZN,0
2022,AUG,27,Saturday,American Airlines,PHL,MSY,1
2023,APR,13,Thursday,American Airlines,DFW,CAE,0
2023,JAN,8,Sunday,Spirit Air Lines,LAS,LAX,0
2022,SEP,7,Wednesday,Endeavor Air,GRB,MSP,0
2023,FEB,20,Monday,Allegiant Air,SDF,PIE,1
2023,APR,28,Friday,Frontier Airlines,SJU,BDL,1
2023,JUN,3,Saturday,United Air Lines,RSW,EWR,1
2023,FEB,6,Monday,American Airlines,LAX,DFW,0
2023,APR,4,Tuesday,Southwest Airlines,BWI,DEN,0
2022,SEP,1,Thursday,United Air Lines,MIA,IAH,0
2023,APR,21,Friday,United Air Lines,TPA,DEN,0
2023,JUL,6,Thursday,Southwest Airlines,BNA,RDU,1
2023,JUN,20,Tuesday,Delta Air Lines,LAS,JFK,0
2022,DEC,13,Tuesday,American Airlines,ORD,DFW,1
2022,OCT,6,Thursday,Delta Air Lines,ATL,EWR,0
2023,APR,28,Friday,Southwest Airlines,SJC,KOA,0
2023,APR,14,Friday,JetBlue Airways,SJU,BOS,0
2023,MAR,4,Saturday,United Air Lines,DTW,DEN,0
2022,SEP,7,Wednesday,American Airlines,DFW,LAX,0
2023,JUN,22,Thursday,Southwest Airlines,BNA,DAL,1
2023,AUG,21,Monday,Alaska Airlines,FAI,SEA,0
2023,JUN,10,Saturday,American Airlines,DFW,EWR,1
2022,NOV,16,Wednesday,Republic Airline,CMH,JFK,0
2023,AUG,9,Wednesday,Alaska Airlines,OGG,SFO,1
2023,JUL,14,Friday,United Air Lines,DEN,LAS,1
2022,SEP,13,Tuesday,PSA Airlines,DCA,CAK,0
2023,JUL,13,Thursday,American Airlines,SBA,DFW,0
2022,AUG,10,Wednesday,SkyWest Airlines,CKB,ORD,0
2022,DEC,19,Monday,Southwest Airlines,DEN,BOI,1
2022,OCT,18,Tuesday,Alaska Airlines,ANC,OME,0
2022,OCT,1,Saturday,Southwest Airlines,LAS,BUR,0
2022,AUG,12,Friday,United Air Lines,DSM,ORD,0
2022,NOV,9,Wednesday,Hawaiian Airlines,LAS,HNL,0
2022,DEC,9,Friday,PSA Airlines,DCA,TLH,0
2023,JUN,15,Thursday,United Air Lines,IAH,EWR,0
2023,JUL,9,Sunday,Delta Air Lines,RDU,MIA,0
2023,APR,15,Saturday,Republic Airline,BNA,LGA,1
2023,JUL,12,Wednesday,American Airlines,SFO,PHL,0
2022,AUG,27,Saturday,JetBlue Airways,JFK,RDU,1
2022,AUG,13,Saturday,Delta Air Lines,AVL,ATL,0
2023,AUG,17,Thursday,Southwest Airlines,DCA,PVD,0
2023,FEB,21,Tuesday,Delta Air Lines,BDL,ATL,1
2023,MAR,28,Tuesday,Republic Airline,CLT,EWR,0
2023,MAR,21,Tuesday,American Airlines,CMH,CLT,0
2023,FEB,28,Tuesday,Delta Air Lines,DCA,ATL,0
2023,MAY,24,Wednesday,PSA Airlines,CLT,SHV,0
2022,NOV,28,Monday,Southwest Airlines,JAX,HOU,0
2023,APR,24,Monday,Alaska Airlines,SEA,DCA,0
2022,DEC,25,Sunday,Southwest Airlines,DEN,STL,0
2023,JUN,24,Saturday,SkyWest Airlines,AVP,ORD,0
2022,NOV,9,Wednesday,Alaska Airlines,ANC,SEA,0
2023,JUL,10,Monday,Southwest Airlines,HOU,DAL,1
2022,OCT,18,Tuesday,Delta Air Lines,BOS,MCO,0
2022,NOV,15,Tuesday,Southwest Airlines,BNA,ORD,0
2022,SEP,1,Thursday,Delta Air Lines,JFK,ATL,1
2022,AUG,17,Wednesday,SkyWest Airlines,BRD,MSP,0
2022,OCT,11,Tuesday,SkyWest Airlines,BOI,SEA,0
2023,JUL,3,Monday,JetBlue Airways,LGA,BOS,0
2022,NOV,28,Monday,Southwest Airlines,PNS,DAL,1
2023,MAR,6,Monday,Delta Air Lines,LAS,ATL,0
2022,OCT,2,Sunday,Endeavor Air,JFK,CLE,0
2022,DEC,19,Monday,Alaska Airlines,PDX,LIH,0
2023,MAR,20,Monday,American Airlines,EWR,DFW,0
2023,MAY,25,Thursday,Southwest Airlines,MCO,STL,0
2022,AUG,18,Thursday,United Air Lines,ATL,DEN,0
2023,MAY,13,Saturday,United Air Lines,ORD,SYR,0
2022,SEP,1,Thursday,Alaska Airlines,SJC,SEA,0
2022,NOV,6,Sunday,SkyWest Airlines,IDA,DFW,0
2023,FEB,15,Wednesday,Southwest Airlines,TPA,HOU,1
2022,OCT,21,Friday,JetBlue Airways,EWR,FLL,1
2023,JUL,18,Tuesday,Southwest Airlines,MCI,LAX,0
2023,JUN,19,Monday,American Airlines,RIC,CLT,0
2022,OCT,16,Sunday,SkyWest Airlines,PHX,SEA,0
2023,MAY,24,Wednesday,JetBlue Airways,FLL,SJU,1
2022,OCT,26,Wednesday,Republic Airline,IAD,CVG,0
2023,JAN,27,Friday,Southwest Airlines,LGA,STL,0
2023,APR,27,Thursday,Southwest Airlines,PHX,COS,0
2023,MAR,20,Monday,Spirit Air Lines,ATL,EWR,0
2023,JAN,11,Wednesday,Spirit Air Lines,ACY,MCO,1
2023,JUN,12,Monday,PSA Airlines,DCA,DAY,1
2023,FEB,12,Sunday,Republic Airline,MKE,EWR,0
2022,NOV,12,Saturday,Envoy Air,ORD,STL,0
2023,AUG,16,Wednesday,Spirit Air Lines,SMF,AUS,0
2022,OCT,25,Tuesday,Delta Air Lines,ATL,DAY,0
2023,JAN,4,Wednesday,Southwest Airlines,SMF,SEA,0
2023,FEB,25,Saturday,Delta Air Lines,CVG,SEA,0
2023,JUL,21,Friday,Delta Air Lines,MCO,LGA,1
2023,JAN,9,Monday,JetBlue Airways,JFK,PBI,0
2023,AUG,29,Tuesday,Envoy Air,ORD,CID,0
2022,AUG,7,Sunday,Republic Airline,LGA,RDU,1
2022,DEC,12,Monday,SkyWest Airlines,LAX,DEN,0
2023,APR,1,Saturday,Delta Air Lines,JFK,FLL,1
2022,AUG,2,Tuesday,Southwest Airlines,MDW,OAK,0
2022,OCT,2,Sunday,Endeavor Air,ATL,ABY,0
2022,SEP,15,Thursday,Republic Airline,LGA,BOS,0
2022,AUG,1,Monday,SkyWest Airlines,PDX,SEA,0
2023,JUL,29,Saturday,Envoy Air,MKE,ORD,0
2023,JUL,16,Sunday,Southwest Airlines,PHX,ELP,1
2023,MAY,9,Tuesday,SkyWest Airlines,ICT,DFW,0
2022,OCT,26,Wednesday,Horizon Air,SEA,GEG,0
2022,NOV,22,Tuesday,PSA Airlines,BDL,DCA,1
2023,FEB,2,Thursday,American Airlines,DFW,RSW,0
2023,AUG,27,Sunday,Southwest Airlines,LAS,LAX,0
2022,OCT,14,Friday,Southwest Airlines,LAS,ORD,0
2023,APR,13,Thursday,Spirit Air Lines,BOS,MYR,1
2023,JUL,17,Monday,Republic Airline,GRR,ORD,0
2023,JUN,22,Thursday,Southwest Airlines,SMF,BUR,1
2023,MAY,12,Friday,SkyWest Airlines,IAH,ICT,0
2022,AUG,17,Wednesday,United Air Lines,FLL,EWR,1
2022,SEP,3,Saturday,United Air Lines,DEN,LAX,0
2022,SEP,5,Monday,JetBlue Airways,DCA,BOS,0
2023,MAR,23,Thursday,SkyWest Airlines,DFW,AEX,0
2023,JUN,4,Sunday,American Airlines,RDU,PHX,0
2022,SEP,14,Wednesday,Southwest Airlines,DEN,RDU,1
2022,SEP,27,Tuesday,Alaska Airlines,SAN,GEG,0
2023,JAN,18,Wednesday,Republic Airline,PWM,DCA,0
2022,AUG,10,Wednesday,Frontier Airlines,DEN,DFW,0
2023,APR,19,Wednesday,JetBlue Airways,DCA,FLL,0
2023,MAY,7,Sunday,United Air Lines,SEA,DEN,0
2023,JUN,10,Saturday,American Airlines,DFW,PHX,1
2022,NOV,12,Saturday,Southwest Airlines,PIT,HOU,0
2023,FEB,27,Monday,Southwest Airlines,LAS,SJC,0
2023,JUL,24,Monday,United Air Lines,IAD,SJU,0
2023,JUL,1,Saturday,SkyWest Airlines,TUS,PHX,0
2022,AUG,22,Monday,Southwest Airlines,BHM,MDW,1
2023,MAY,12,Friday,Delta Air Lines,MCO,BOS,0
2023,JUL,21,Friday,Southwest Airlines,SNA,DEN,0
2023,JAN,19,Thursday,JetBlue Airways,MCO,EWR,0
2022,OCT,11,Tuesday,United Air Lines,OMA,DEN,0
2023,JUL,29,Saturday,Alaska Airlines,SEA,PSC,1
2022,SEP,20,Tuesday,Delta Air Lines,SLC,SEA,0
2023,JUL,17,Monday,United Air Lines,ORD,DEN,0
2023,MAY,29,Monday,Southwest Airlines,HNL,OAK,1
2022,SEP,17,Saturday,American Airlines,MCO,PHL,0
2023,JUN,11,Sunday,Allegiant Air,ICT,VPS,0
2023,JUL,9,Sunday,JetBlue Airways,MVY,DCA,1
2023,JUL,24,Monday,Delta Air Lines,DTW,BOS,0
2023,MAR,18,Saturday,Delta Air Lines,TLH,ATL,0
2022,OCT,1,Saturday,Alaska Airlines,ANC,ORD,0
2023,AUG,2,Wednesday,Southwest Airlines,STL,DEN,1
2023,JUN,1,Thursday,United Air Lines,SFO,SAN,1
2023,MAY,4,Thursday,Delta Air Lines,SFO,JFK,0
2023,MAR,6,Monday,Delta Air Lines,CHS,ATL,0
2023,JUL,27,Thursday,Southwest Airlines,RIC,MDW,0
2023,MAR,13,Monday,American Airlines,DFW,FSD,0
2023,AUG,27,Sunday,SkyWest Airlines,SFO,SNA,0
2022,NOV,22,Tuesday,JetBlue Airways,JFK,MCO,0
2022,DEC,2,Friday,JetBlue Airways,JFK,FLL,0
2022,OCT,27,Thursday,Alaska Airlines,ORD,SEA,0
2022,NOV,21,Monday,Frontier Airlines,DEN,MCO,0
2023,JAN,14,Saturday,Southwest Airlines,OAK,LAS,0
2022,SEP,21,Wednesday,Spirit Air Lines,LAX,ATL,0
2022,NOV,1,Tuesday,Southwest Airlines,LAS,SMF,1
2022,NOV,28,Monday,PSA Airlines,PHL,PVD,0
2022,NOV,15,Tuesday,American Airlines,CLT,GSO,0
2023,JUL,27,Thursday,Republic Airline,ORD,BUF,1
2023,AUG,29,Tuesday,Southwest Airlines,DEN,BNA,0
2023,MAY,5,Friday,American Airlines,BOS,DCA,0
2023,FEB,15,Wednesday,American Airlines,LAS,DCA,0
2022,DEC,6,Tuesday,SkyWest Airlines,PHX,OKC,0
2023,AUG,23,Wednesday,Southwest Airlines,DAL,LAS,0
2022,DEC,15,Thursday,Hawaiian Airlines,HNL,OGG,0
2023,FEB,22,Wednesday,SkyWest Airlines,GGG,DFW,0
2023,JUN,8,Thursday,American Airlines,PHX,IND,0
2022,NOV,14,Monday,United Air Lines,ORD,PHX,0
2023,JUN,12,Monday,American Airlines,CLT,ILM,1
2023,MAY,4,Thursday,Republic Airline,JFK,BOS,0
2022,AUG,13,Saturday,PSA Airlines,BHM,CLT,1
2023,MAY,31,Wednesday,American Airlines,PIT,DFW,0
2022,OCT,16,Sunday,Alaska Airlines,MCO,SAN,1
2023,FEB,10,Friday,United Air Lines,SFO,PDX,0
2023,MAR,28,Tuesday,Southwest Airlines,LAS,LAX,0
2023,MAY,17,Wednesday,PSA Airlines,DCA,ALB,0
2023,JAN,18,Wednesday,Southwest Airlines,BUR,LAS,0
2022,SEP,10,Saturday,Hawaiian Airlines,ITO,HNL,0
2023,JUL,20,Thursday,Southwest Airlines,BWI,FLL,1
2023,FEB,17,Friday,American Airlines,JFK,SNA,0
2022,SEP,29,Thursday,American Airlines,BOS,DFW,0
2023,JUL,9,Sunday,SkyWest Airlines,SLC,PHX,0
2022,DEC,28,Wednesday,Delta Air Lines,MDT,ATL,0
2023,MAY,3,Wednesday,JetBlue Airways,BOS,MCI,0
2023,JUL,26,Wednesday,Delta Air Lines,FAI,MSP,0
2023,FEB,27,Monday,Alaska Airlines,SAN,MCO,0
2022,DEC,21,Wednesday,SkyWest Airlines,SEA,PDX,1
2023,JUN,15,Thursday,American Airlines,LGA,DFW,0
2023,JAN,4,Wednesday,United Air Lines,EWR,PHX,1
2022,SEP,8,Thursday,American Airlines,OMA,PHX,0
2023,MAY,18,Thursday,Delta Air Lines,LGA,PBI,0
2023,AUG,4,Friday,Spirit Air Lines,LAS,SDF,1
2022,OCT,23,Sunday,Southwest Airlines,IND,PHX,0
2022,NOV,11,Friday,Alaska Airlines,JFK,SFO,1
2022,OCT,13,Thursday,JetBlue Airways,BOS,SFO,0
2023,JUN,14,Wednesday,Alaska Airlines,SEA,TPA,0
2023,JUL,20,Thursday,Allegiant Air,GRI,LAS,0
2022,SEP,8,Thursday,Endeavor Air,DTW,LEX,0
2023,JUL,30,Sunday,American Airlines,DFW,ORD,0
2023,MAY,15,Monday,American Airlines,IND,PHX,1
2023,MAR,7,Tuesday,SkyWest Airlines,MSP,CLE,0
2023,MAY,20,Saturday,Delta Air Lines,IAH,MSP,0
2023,APR,2,Sunday,Republic Airline,SDF,EWR,0
2023,JUN,12,Monday,American Airlines,BWI,CLT,0
2022,OCT,7,Friday,Southwest Airlines,DAL,AUS,0
2022,AUG,13,Saturday,United Air Lines,ORD,TVC,0
2022,NOV,29,Tuesday,Southwest Airlines,MDW,TPA,0
2022,NOV,27,Sunday,Southwest Airlines,HOU,LAX,0
2023,JAN,23,Monday,Alaska Airlines,SEA,OGG,0
2022,DEC,15,Thursday,Frontier Airlines,DEN,LAS,0
2022,SEP,14,Wednesday,Republic Airline,CMH,EWR,0
2023,JUL,15,Saturday,Republic Airline,CMH,BOS,0
2023,APR,10,Monday,American Airlines,MIA,STL,0
2022,DEC,21,Wednesday,Delta Air Lines,BOS,LGA,0
2022,DEC,29,Thursday,SkyWest Airlines,DFW,BTR,0
2023,APR,6,Thursday,Delta Air Lines,BOS,LGA,1
2023,JAN,4,Wednesday,Southwest Airlines,LGB,OAK,0
2023,MAR,16,Thursday,Delta Air Lines,EWR,MSP,0
2023,JAN,8,Sunday,Spirit Air Lines,CLT,MCO,0
2023,JUL,11,Tuesday,Alaska Airlines,LAX,SEA,0
2022,NOV,16,Wednesday,Spirit Air Lines,SNA,OAK,0
2022,SEP,15,Thursday,United Air Lines,EWR,MSY,0
2022,DEC,28,Wednesday,Spirit Air Lines,MIA,LGA,0
2023,FEB,25,Saturday,SkyWest Airlines,DEN,HDN,0
2023,APR,19,Wednesday,Alaska Airlines,SFO,EWR,0
2023,JUL,9,Sunday,Alaska Airlines,SEA,DEN,0
2023,JUL,16,Sunday,Delta Air Lines,CVG,DEN,1
2022,AUG,30,Tuesday,American Airlines,PVD,ORD,0
2023,JUN,25,Sunday,American Airlines,MSN,DFW,0
2022,OCT,19,Wednesday,Hawaiian Airlines,KOA,HNL,0
2022,DEC,31,Saturday,SkyWest Airlines,IND,DTW,0
2023,JUN,16,Friday,Southwest Airlines,SAN,AUS,0
2023,MAY,14,Sunday,SkyWest Airlines,LAX,BZN,0
2023,MAY,4,Thursday,Delta Air Lines,ATL,MCI,0
2023,JUN,5,Monday,JetBlue Airways,ORD,JFK,0
2023,JUL,26,Wednesday,Endeavor Air,CHS,JFK,0
2022,SEP,4,Sunday,Spirit Air Lines,SJU,MCO,0
2022,NOV,18,Friday,Southwest Airlines,PHL,MDW,0
2023,JUL,9,Sunday,American Airlines,SDF,CLT,0
2022,AUG,18,Thursday,Spirit Air Lines,MCO,MIA,0
2023,JUL,23,Sunday,JetBlue Airways,BNA,LGA,0
2023,MAR,27,Monday,JetBlue Airways,BOS,DEN,0
2023,FEB,19,Sunday,Delta Air Lines,DTW,LGA,0
2023,JAN,26,Thursday,Southwest Airlines,PHX,LAS,0
2022,SEP,9,Friday,Delta Air Lines,AUS,MSP,0
2022,SEP,26,Monday,SkyWest Airlines,AGS,ATL,1
2022,SEP,13,Tuesday,Spirit Air Lines,ORD,IAH,0
2023,FEB,13,Monday,United Air Lines,BNA,IAD,0
2023,JUN,6,Tuesday,Delta Air Lines,MSP,CVG,0
2023,JUN,19,Monday,SkyWest Airlines,SFO,PSP,0
2023,JUN,26,Monday,Alaska Airlines,ANC,SEA,0
2023,FEB,1,Wednesday,Alaska Airlines,SMF,PDX,0
2023,JAN,6,Friday,American Airlines,CLT,SDF,0
2022,NOV,25,Friday,Delta Air Lines,LGA,MIA,1
2022,SEP,10,Saturday,PSA Airlines,GPT,CLT,0
2023,JUL,17,Monday,SkyWest Airlines,OAK,SEA,0
2023,MAY,24,Wednesday,American Airlines,MCO,CLT,0
2023,AUG,29,Tuesday,Southwest Airlines,CHS,MDW,0
2023,FEB,27,Monday,Spirit Air Lines,EWR,ATL,0
2023,MAR,20,Monday,Delta Air Lines,EWR,MSP,0
2023,MAY,6,Saturday,Alaska Airlines,BOS,SEA,0
2022,NOV,3,Thursday,Southwest Airlines,DEN,ONT,1
2022,SEP,27,Tuesday,Delta Air Lines,LAS,SEA,0
2023,MAY,31,Wednesday,Hawaiian Airlines,OGG,OAK,1
2023,MAR,16,Thursday,American Airlines,MCO,LAX,0
2022,AUG,22,Monday,Mesa Airlines,FAY,DFW,1
2023,MAY,9,Tuesday,American Airlines,ORD,SMF,0
2023,JUN,10,Saturday,American Airlines,OMA,CLT,0
2022,AUG,11,Thursday,United Air Lines,LGA,ORD,0
2023,JUL,10,Monday,Southwest Airlines,SEA,OAK,1
2022,AUG,12,Friday,SkyWest Airlines,DEN,SHR,0
2023,MAR,23,Thursday,Southwest Airlines,BNA,BWI,0
2022,DEC,10,Saturday,Delta Air Lines,LGA,MCO,0
2022,OCT,10,Monday,American Airlines,DCA,DFW,1
2022,OCT,20,Thursday,American Airlines,DFW,ONT,0
2022,SEP,27,Tuesday,United Air Lines,CMH,IAH,0
2022,SEP,12,Monday,SkyWest Airlines,PDX,SEA,1
2023,JUN,23,Friday,Delta Air Lines,SLC,SJC,1
2022,AUG,2,Tuesday,Delta Air Lines,ATL,MEM,1
2022,SEP,1,Thursday,Southwest Airlines,DEN,OMA,1
2023,MAR,15,Wednesday,Envoy Air,COU,ORD,0
2022,AUG,13,Saturday,JetBlue Airways,JFK,ABQ,1
2022,AUG,24,Wednesday,Republic Airline,EWR,IND,0
2023,JUN,7,Wednesday,American Airlines,DFW,MKE,0
2022,NOV,7,Monday,United Air Lines,LAX,EWR,0
2023,AUG,13,Sunday,PSA Airlines,MKE,PHL,0
2022,OCT,28,Friday,SkyWest Airlines,FAR,MSP,0
2023,JUL,6,Thursday,Frontier Airlines,BWI,DEN,1
2023,MAY,15,Monday,SkyWest Airlines,SEA,BOI,0
2022,SEP,8,Thursday,Republic Airline,JFK,CLE,0
2023,JUN,15,Thursday,Delta Air Lines,SLC,ONT,0
2022,SEP,5,Monday,Southwest Airlines,LAS,TUL,0
2023,APR,7,Friday,Delta Air Lines,ATL,VPS,0
2023,JAN,29,Sunday,United Air Lines,IAD,IAH,0
2022,AUG,20,Saturday,SkyWest Airlines,FWA,ORD,0
2022,NOV,21,Monday,SkyWest Airlines,ORD,SBN,0
2022,AUG,18,Thursday,Frontier Airlines,MCO,BOS,0
2022,AUG,24,Wednesday,Mesa Airlines,IAH,DFW,0
2023,JAN,1,Sunday,Southwest Airlines,DAL,PIT,1
2022,SEP,14,Wednesday,SkyWest Airlines,MSP,ESC,0
2023,JUL,14,Friday,Envoy Air,CMI,ORD,0
2023,JUN,29,Thursday,United Air Lines,OGG,LAX,0
2023,APR,27,Thursday,American Airlines,CLT,MKE,1
2022,NOV,6,Sunday,Republic Airline,SDF,DCA,0
2023,MAR,9,Thursday,Alaska Airlines,SAN,BOI,0
2023,JUL,28,Friday,PSA Airlines,CLT,BHM,0
2023,FEB,15,Wednesday,Hawaiian Airlines,OGG,PDX,1
2023,FEB,26,Sunday,American Airlines,PHL,LAX,0
2023,JAN,16,Monday,Southwest Airlines,SAV,MDW,0
2023,JUN,10,Saturday,Delta Air Lines,DTW,CLT,0
2023,FEB,11,Saturday,JetBlue Airways,JFK,BZN,0
2023,MAY,1,Monday,Southwest Airlines,SAT,ELP,0
2023,FEB,26,Sunday,Envoy Air,BNA,MIA,1
2022,DEC,19,Monday,United Air Lines,LAX,EWR,0
2022,OCT,4,Tuesday,SkyWest Airlines,EWR,MSP,0
2023,JAN,14,Saturday,SkyWest Airlines,MSP,HIB,0
2023,MAY,31,Wednesday,Spirit Air Lines,BWI,MCO,0
2023,MAR,5,Sunday,Delta Air Lines,MIA,ATL,1
2023,APR,9,Sunday,American Airlines,LAX,LAS,0
2022,DEC,14,Wednesday,PSA Airlines,CMH,DCA,0
2023,APR,8,Saturday,Spirit Air Lines,IND,EWR,0
2023,JUL,24,Monday,Southwest Airlines,MCI,LAS,0
2023,FEB,15,Wednesday,Southwest Airlines,RSW,BWI,0
2023,MAY,29,Monday,PSA Airlines,HPN,DCA,1
2022,SEP,26,Monday,American Airlines,MIA,ORF,0
2023,FEB,21,Tuesday,Southwest Airlines,MDW,PHL,0
2023,APR,9,Sunday,Delta Air Lines,SNA,MSP,1
2022,NOV,30,Wednesday,SkyWest Airlines,ORD,XNA,0
2023,MAR,31,Friday,American Airlines,LGA,ORD,1
2023,JUL,2,Sunday,Southwest Airlines,LAS,DAL,1
2022,AUG,25,Thursday,Southwest Airlines,ONT,SJC,0
2023,JUL,1,Saturday,Southwest Airlines,MDW,MIA,0
2022,SEP,6,Tuesday,American Airlines,DFW,OKC,0
2022,SEP,5,Monday,Delta Air Lines,ATL,BTR,0
2023,APR,6,Thursday,United Air Lines,ONT,DEN,0
2022,AUG,1,Monday,Delta Air Lines,LGA,DTW,0
2023,AUG,27,Sunday,United Air Lines,EWR,SFO,0
2023,JUN,23,Friday,Endeavor Air,DTW,ROC,0
2023,AUG,6,Sunday,Southwest Airlines,PHX,AUS,0
2023,FEB,19,Sunday,American Airlines,PHL,BOS,0
2022,OCT,19,Wednesday,American Airlines,DFW,CVG,1
2023,FEB,28,Tuesday,Southwest Airlines,ALB,BWI,0
2022,AUG,9,Tuesday,Delta Air Lines,LGA,IAH,0
2023,MAY,28,Sunday,American Airlines,CLT,IAH,0
2023,MAR,3,Friday,American Airlines,CLT,DEN,1
2023,APR,13,Thursday,Envoy Air,ORD,MQT,0
2023,APR,2,Sunday,PSA Airlines,ROC,DCA,0
2023,MAY,16,Tuesday,Delta Air Lines,ATL,AUS,0
2023,MAY,14,Sunday,Spirit Air Lines,MKE,MCO,0
2023,JUN,24,Saturday,Endeavor Air,DTW,CVG,0
2023,JUL,7,Friday,SkyWest Airlines,LAX,SFO,0
2023,AUG,31,Thursday,Southwest Airlines,SAN,ELP,1
2023,JUL,23,Sunday,Republic Airline,CVG,BOS,0
2022,AUG,26,Friday,Southwest Airlines,PHX,LGB,1
2022,AUG,25,Thursday,SkyWest Airlines,DEN,SHR,0
2022,OCT,12,Wednesday,Southwest Airlines,MSY,HOU,0
2023,APR,16,Sunday,Delta Air Lines,MSP,DTW,0
2022,OCT,20,Thursday,Southwest Airlines,OAK,SNA,1
2023,FEB,4,Saturday,Delta Air Lines,ATL,ICT,0
2023,JUN,4,Sunday,Southwest Airlines,SDF,TPA,0
2022,OCT,30,Sunday,Southwest Airlines,SJC,LGB,1
2022,AUG,28,Sunday,PSA Airlines,PHL,MHT,0
2023,AUG,2,Wednesday,Delta Air Lines,MEM,ATL,0
2023,MAR,5,Sunday,SkyWest Airlines,SLC,SGU,0
